Accession,Unigene,Gene,Ratio,ttest
AI477286,322149,wu:fb51e06,1.347317,4.13E-05
AI477300,322153,wu:fb51f11,0.642369,2.32E-04
AI477501,322301,wu:fb57b08,0.639744,6.84E-04
AI477583,322318,wu:fb57f08,4.86932,3.04E-11
AI497000,322359,wu:fb59a01,0.846369,8.37E-06
AI522563,322379,wu:fb59d01,1.797521,1.06E-05
CK030187,322403,wu:fb60a10,0.879752,2.40E-03
AI496764,322435,wu:fb61a05,4.975347,1.37E-12
AI496806,322446,wu:fb61e06,0.692093,3.12E-02
AI522807,322487,wu:fb62f08,5.090686,1.76E-08
AI545507,322585,wu:fb66d05,2.103548,5.20E-10
AI544965,322675,wu:fb69h10,0.676879,1.17E-03
AI544544,322734,wu:fb72b03,1.249775,9.12E-04
BM083952,322739,wu:fb72c11,1.515846,5.82E-08
AI544570,322747,wu:fb72d12,1.572624,1.92E-06
AI544596,322760,wu:fb72g11,1.112578,1.37E-03
AI544607,322769,wu:fb72h12,0.763149,4.08E-04
AI544968,322770,wu:fb73a01,1.374276,1.78E-03
AI545174,322848,wu:fb74h05,0.868949,1.79E-02
AI544472,322865,wu:fb75d05,2.436965,1.50E-07
AI545761,322886,wu:fb75h10,1.354503,9.24E-06
AI544646,322926,wu:fb77b06,1.32427,1.10E-05
AI546017,322928,wu:fb77b08,0.870818,4.89E-04
AI544652,322933,wu:fb77c03,0.622435,1.60E-03
AI544679,322951,wu:fb77f07,3.28226,1.05E-09
AI544683,322955,wu:fb77f12,0.89101,1.05E-03
AI546068,570011,wu:fb77g05,0.650051,2.37E-02
BC128843,559340,wu:fb78c02,0.747022,4.39E-04
AI558289,322981,wu:fb78c04,0.759717,2.13E-04
AI558965,322994,wu:fb78e09,0.751704,2.82E-02
AI558672,323019,wu:fb79b02,4.671748,6.19E-11
AI558709,323032,wu:fb79e06,1.851097,5.15E-07
AI545291,323056,wu:fb80c09,1.610547,5.15E-06
AI545423,323080,wu:fb81a07,1.172232,6.38E-03
AI545432,567624,wu:fb81b09,0.707386,4.62E-04
AI545441,323088,wu:fb81c07,0.600578,1.37E-03
AI545453,323092,wu:fb81e04,2.559562,2.74E-06
AI545457,323095,wu:fb81e09,0.67369,7.63E-05
AI545469,323102,wu:fb81g06,0.766865,4.90E-02
AI584672,323109,wu:fb82a05,0.829162,3.11E-03
AI584723,323127,wu:fb82f05,0.975392,7.42E-04
AI584224,323128,wu:fb82f07,1.066011,2.88E-03
AI584783,323154,wu:fb83c11,0.798638,2.93E-04
AI584284,323162,wu:fb83e09,1.627382,4.39E-07
AI584819,323172,wu:fb83g06,1.946864,1.24E-05
AI584302,323174,wu:fb83g08,0.988928,3.81E-05
AI584829,323177,wu:fb83h06,0.58542,1.47E-04
AI584839,100002263,wu:fb92a07,1.617962,4.49E-08
AI584331,323193,wu:fb92c02,1.225801,1.90E-05
AI584865,323199,wu:fb92d02,1.970196,4.15E-05
AI584345,323204,wu:fb92d10,2.630931,2.73E-09
AI584884,323212,wu:fb92e12,4.338056,1.37E-11
AI584391,323235,wu:fb93a07,1.484278,1.81E-06
AI584936,323245,wu:fb93b12,1.61546,7.34E-10
AI584441,323265,wu:fb93g03,2.492969,8.30E-09
AI584464,323279,wu:fb94b05,1.262379,7.65E-06
AI585122,323301,wu:fb94e12,1.335594,1.26E-05
AI584512,323311,wu:fb94h07,1.215122,5.52E-04
AI584530,323317,wu:fb95b05,2.239272,2.09E-06
AI584564,323338,wu:fb95f05,1.205673,2.61E-07
AI793909,323342,wu:fb95f11,1.619335,1.22E-07
AI584573,323344,wu:fb95g02,0.669887,5.00E-03
AI585229,323347,wu:fb95h01,0.662997,2.19E-03
AI588124,100004513,wu:fb96d11,0.968285,1.37E-04
AI588580,323390,wu:fb96h11,2.642528,3.89E-10
AI588603,323397,wu:fb97b12,1.351189,7.83E-04
AI588195,323404,wu:fb97d12,1.225442,9.41E-04
AI588199,323407,wu:fb97e11,1.822471,2.24E-05
AI588209,323413,wu:fb97g01,0.767353,1.07E-04
AI588294,386869,wu:fb99a03,0.98332,1.44E-06
AI588784,323474,wu:fb99d03,0.961122,3.58E-06
AI588337,323481,wu:fb99e06,5.225889,5.10E-11
AI588395,323515,wu:fc01d01,0.666327,1.59E-02
AI588448,323541,wu:fc02b11,0.725219,1.43E-05
AI588467,323550,wu:fc02e03,1.006081,8.27E-05
AI588486,323560,wu:fc02g09,0.720841,1.01E-04
AI588495,323564,wu:fc02h06,1.201039,9.15E-05
AI626605,323625,wu:fc05d03,1.043281,2.53E-04
AI626450,564921,wu:fc06d01,1.289468,5.54E-05
AI626459,386981,wu:fc06d12,1.18246,1.15E-06
AI626463,323667,wu:fc06e06,1.188314,1.01E-03
AI601501,323707,wu:fc07e08,1.655866,7.24E-11
AI626722,323710,wu:fc07f01,0.587459,1.91E-02
AI601511,323712,wu:fc07f09,0.800167,1.71E-03
AI601536,323727,wu:fc08b05,1.866912,2.45E-07
AI626655,323743,wu:fc08f02,0.824548,5.23E-03
AI601332,323776,wu:fc09h01,0.96544,1.09E-02
AL728694,323786,wu:fc10b01,0.648195,2.28E-04
AI601370,563725,wu:fc10d07,3.781976,2.31E-10
AI601374,323800,wu:fc10d11,0.618981,1.61E-02
AI942864,323804,wu:fc10e09,1.892472,2.40E-02
AI601409,323818,wu:fc10h03,1.495932,3.69E-07
AI601455,323842,wu:fc11d12,0.624791,6.37E-03
AI601808,323857,wu:fc12b06,0.831072,4.07E-04
AI601831,323868,wu:fc12d12,1.791086,4.67E-04
AI601832,323869,wu:fc12e01,1.02422,2.48E-05
AI601860,323878,wu:fc12g09,1.983609,1.33E-04
BI866913,323892,wu:fc13c09,0.933449,6.14E-04
AI626344,323911,wu:fc13h05,1.894526,3.78E-08
AI658077,567691,wu:fc14a08,0.660979,6.80E-05
AI657897,323944,wu:fc14h06,0.636652,7.43E-03
AI657549,565809,wu:fc15a01,1.018561,1.41E-03
AI641560,323971,wu:fc15g09,1.268538,4.19E-04
AI641495,323995,wu:fc16d07,1.375886,6.58E-06
AI657707,323999,wu:fc16e03,6.508878,5.32E-10
AI641529,324013,wu:fc16h03,2.081236,2.26E-07
AI641534,324017,wu:fc16h10,0.885171,2.64E-04
AI641639,560751,wu:fc17g12,1.500671,3.87E-05
AI658029,324076,wu:fc18a05,0.7246,1.95E-02
AI641071,324096,wu:fc18f06,5.005162,1.39E-11
AI641083,324104,wu:fc18g09,0.713061,2.08E-03
AI641092,324108,wu:fc18h07,0.786368,5.43E-04
AI641121,324124,wu:fc19d12,0.748081,1.14E-03
BC154117,556913,wu:fc20e06,2.372084,1.32E-09
AI641187,324156,wu:fc20e08,0.918619,1.74E-02
AI658264,799002,wu:fc20g06,0.961518,1.40E-03
BC056589,324212,wu:fc21h01,1.812409,1.29E-07
AI641657,324222,wu:fc22a10,1.847371,1.86E-03
AI641662,324226,wu:fc22b04,1.447261,6.70E-08
AI721906,324300,wu:fc25a03,0.770708,3.55E-04
AI721944,324319,wu:fc25e04,2.32465,1.09E-06
AI723098,324320,wu:fc25e11,0.752149,1.59E-04
AI722354,324339,wu:fc26b02,2.833006,2.19E-07
AI722373,324351,wu:fc26d08,2.647607,3.53E-08
AI721466,324414,wu:fc28a08,0.904403,3.79E-05
AI721532,324435,wu:fc28h03,0.837573,1.21E-03
AI721594,324457,wu:fc29g09,0.685864,2.04E-04
AI721646,324479,wu:fc30e02,0.898647,2.17E-03
AI721675,324495,wu:fc30h03,1.531113,5.27E-05
BQ262408,324518,wu:fc31e04,1.713351,5.92E-06
AI721719,324520,wu:fc31e07,1.183834,4.85E-05
AI722295,324542,wu:fc32b06,0.840806,2.87E-02
AI722313,324549,wu:fc32d11,0.782527,3.75E-03
AI723153,561184,wu:fc33c06,1.709803,5.13E-07
AI723200,324596,wu:fc33h04,3.656351,6.59E-10
AI723241,324610,wu:fc34e06,6.844347,3.48E-09
AI723298,324626,wu:fc35d04,0.972073,8.56E-05
AI667060,324646,wu:fc37b04,0.768709,2.94E-03
AI667061,324647,wu:fc37b07,0.901295,2.50E-07
AI794124,324702,wu:fc38f09,0.754147,5.69E-05
AI667289,324705,wu:fc38g07,0.839377,4.11E-04
AI667293,324708,wu:fc38g12,0.652048,1.37E-03
AI667533,565630,wu:fc41e03,4.360392,5.10E-11
AI667178,324816,wu:fc44b11,2.460082,2.43E-08
AI667194,324825,wu:fc44d09,0.887695,2.35E-03
AI794490,324842,wu:fc45a07,0.925498,2.60E-05
AI793385,324861,wu:fc45e11,1.74561,1.34E-08
AI883898,324870,wu:fc46a02,2.10915,1.54E-04
AI883903,324871,wu:fc46a10,2.389917,2.85E-06
AI883905,324877,wu:fc46c11,1.12701,6.57E-05
AI883911,324880,wu:fc46e01,0.938584,3.06E-05
AI794612,324882,wu:fc46e11,1.006709,3.34E-03
AI793436,563025,wu:fc47d12,2.036554,8.92E-08
AI793440,324905,wu:fc47e09,1.741076,1.59E-08
AI793444,324908,wu:fc47f02,0.612389,8.56E-03
AI877509,324925,wu:fc48b12,0.71203,4.24E-03
AI793610,324958,wu:fc49e02,1.627749,4.46E-05
AI793616,561199,wu:fc49e10,0.674397,5.36E-04
AI793661,324977,wu:fc50b12,1.598077,1.63E-06
AI877672,572283,wu:fc50c06,0.618976,9.09E-03
AI793527,324990,wu:fc50f07,1.775228,3.76E-08
AI793531,324991,wu:fc50g04,2.913557,6.60E-08
AI793570,325007,wu:fc51c08,0.720545,1.47E-02
AI793592,325016,wu:fc51e09,0.778061,5.40E-05
AI793683,325018,wu:fc51f03,0.845977,1.16E-04
AI793703,386992,wu:fc51h05,4.551316,3.71E-09
AI793765,325048,wu:fc52f12,1.753455,1.00E-05
AI793804,325072,wu:fc54c10,0.891788,1.85E-03
AI793812,557263,wu:fc54d09,0.715087,2.67E-03
AI793835,325087,wu:fc54g11,1.340679,1.78E-06
AI877934,325097,wu:fc55d02,2.233945,2.19E-06
AI793890,325111,wu:fc55f12,0.657906,6.62E-03
AI877970,325116,wu:fc55g10,0.631709,2.48E-04
AI793940,325142,wu:fc56d06,0.599768,9.82E-03
AI878389,325166,wu:fc57b10,0.602701,1.81E-02
AI878393,325169,wu:fc57c05,0.599165,2.39E-03
AI878410,325175,wu:fc57f08,0.862078,3.05E-07
AI878413,325176,wu:fc57g04,2.006004,3.47E-06
AI878439,325186,wu:fc58d06,0.931587,5.15E-03
AI878445,325189,wu:fc58e09,0.701434,2.14E-04
AI878465,564211,wu:fc59a09,3.947594,9.56E-10
AI878484,325206,wu:fc59e04,1.940702,4.30E-06
AI878490,325210,wu:fc59f01,1.61528,3.73E-04
AI878529,325224,wu:fc60d03,1.698855,6.25E-05
AI878581,325247,wu:fc62b05,1.939707,3.07E-07
AI878631,386892,wu:fc63a04,0.856503,1.33E-04
AI878636,325261,wu:fc63b05,2.565335,2.78E-07
AI878639,325263,wu:fc63b12,0.696095,9.88E-03
AI883415,325269,wu:fc63h01,0.634985,2.48E-03
AI878788,797732,wu:fc66f06,0.660554,2.35E-03
AI883979,325354,wu:fc68e03,0.899604,1.68E-04
AI884122,100005945,wu:fc74a06,2.695346,9.34E-09
BC152509,793730,wu:fc75a03,1.208504,7.57E-08
AI884184,325413,wu:fc75a07,1.297707,2.08E-07
AI942754,562197,wu:fc75c05,0.98525,4.94E-04
AI942921,325456,wu:fc79b02,3.036674,1.13E-10
AI942925,325459,wu:fc79b06,0.978685,3.62E-04
AI943365,325463,wu:fc79c11,0.597263,1.76E-02
AI943010,325478,wu:fc83a06,1.041954,2.61E-05
XM_001341075,555688,wu:fc83e05,0.623932,8.92E-07
AI943081,325512,wu:fc84a08,0.691131,7.28E-05
AI943174,325543,wu:fc85f10,1.570371,6.80E-08
AI943206,325546,wu:fc86f12,1.610791,6.62E-07
AI965276,325572,wu:fc88h04,2.142352,4.07E-08
AI965301,325579,wu:fc89d12,2.301887,1.33E-06
AI957397,325595,wu:fc90d11,0.735885,4.53E-04
AI957496,560857,wu:fc92e03,0.846174,6.45E-04
AI957549,325633,wu:fc94d12,5.486028,1.90E-12
AI957603,325646,wu:fc95e01,0.968363,1.58E-07
AI957657,325659,wu:fc96f03,0.800978,9.09E-03
AI957669,325664,wu:fc96g12,1.509344,2.70E-06
AI957809,325718,wu:fd06c04,1.212976,1.72E-04
AI957961,325753,wu:fd08h09,1.097064,1.02E-04
AI957962,386838,wu:fd08h10,0.747792,2.61E-04
AI959432,325758,wu:fd10a10,6.479659,2.69E-10
AI959589,100151372,wu:fd11e11,4.743294,2.25E-09
AI882980,100008376,wu:fd14a01,2.019268,2.12E-05
AI667224,327146,wu:fd14f04,0.67666,3.73E-03
AI722564,327269,wu:fd19h03,3.070998,5.10E-07
AW115530,325883,wu:fd42f04,0.708731,9.72E-04
XM_692497,569132,wu:fd44f11,1.964322,4.22E-10
AW019804,325926,wu:fd46g04,3.505533,7.49E-10
AW018984,325937,wu:fd47h11,0.666118,1.30E-02
BF717645,325941,wu:fd50a12,1.560924,1.68E-05
AW019295,325959,wu:fd51d07,1.446434,3.44E-05
BF717814,325968,wu:fd52b06,2.643537,3.86E-06
AW019745,556544,wu:fd56f09,0.727507,1.66E-04
AW019028,326031,wu:fd58g02,0.601343,8.13E-05
AW019045,326034,wu:fd59a11,1.840804,6.68E-05
AW019079,326046,wu:fd59e12,0.903708,1.33E-03
AW019121,326055,wu:fd60a08,0.931649,4.55E-06
AW019140,326062,wu:fd60c08,0.666025,3.12E-05
AW019168,795537,wu:fd60h05,3.002846,7.90E-10
AW019238,326079,wu:fd61b09,5.294687,1.82E-11
AW165042,326094,wu:fd99d03,2.590106,2.79E-08
AW165103,326650,wu:fe01e06,0.76499,2.20E-03
AW165198,326690,wu:fe05f07,4.260638,9.62E-12
AW165256,326713,wu:fe06e11,2.544033,1.29E-06
AW019326,326722,wu:fe11b02,1.401809,9.67E-05
AW059458,326752,wu:fe14d04,0.771307,3.01E-03
AW128446,564994,wu:fe16a10,1.130161,2.70E-02
AW128481,326775,wu:fe16d09,5.924005,4.07E-10
XM_001333691,796449,wu:fe18c06,0.733705,8.99E-07
AW059010,386805,wu:fe23c09,3.760874,1.50E-07
AW059104,100148875,wu:fe25c07,0.867923,1.59E-03
AW421072,326821,wu:fe25c11,4.96055,1.04E-13
AW059129,326828,wu:fe25f07,1.057463,6.71E-05
AW128367,326888,wu:fe38f03,1.244469,1.46E-05
AW058822,326914,wu:fe48e11,1.310727,3.60E-08
AW078445,326926,wu:fe49g03,0.764118,6.30E-05
AW115804,327340,wu:fi03f09,1.506932,1.15E-06
AW115880,327364,wu:fi04e12,2.220782,1.17E-10
AW115938,327380,wu:fi05c07,0.63831,5.82E-03
AW116302,327483,wu:fi13g07,1.013316,1.39E-05
BC146727,566261,wu:fi14a03,1.709492,6.54E-08
AW116326,327490,wu:fi14b07,0.628691,2.61E-03
AW116871,327633,wu:fi20h05,0.744366,3.60E-02
AW154579,334068,wu:fi29f12,0.826163,2.68E-04
AW154715,334105,wu:fi31g01,1.58115,1.53E-03
AW175511,334207,wu:fi36a10,2.074338,2.73E-09
AW175523,334211,wu:fi36c02,0.618319,6.58E-03
AW171072,334229,wu:fi37a12,0.971391,2.65E-04
AW171123,334248,wu:fi37e10,2.022257,2.92E-09
AW174205,556620,wu:fi40d09,0.914741,1.15E-02
AW171390,334328,wu:fi41a04,0.601491,4.57E-02
AW171396,334330,wu:fi41a10,1.76087,1.76E-05
AW171511,334354,wu:fi42f02,1.1158,4.13E-07
AW171625,334378,wu:fi43h09,1.066901,8.33E-06
AW343712,334408,wu:fi48d11,1.659845,5.99E-05
AW466570,334424,wu:fi56h12,1.582268,1.26E-05
AW343789,334438,wu:fi67a10,0.618966,4.23E-04
AW344138,569699,wu:fi75a02,0.949279,2.10E-04
AW344192,559677,wu:fi75f03,0.730815,3.82E-03
AW342693,503807,wu:fi84d07,1.061037,1.31E-06
AW466712,337257,wu:fi98c06,5.125969,3.75E-10
AW077940,335320,wu:fj01d05,1.260279,1.11E-07
AW076848,335346,wu:fj04f08,5.801662,4.03E-12
AW203078,335388,wu:fj08e01,0.682224,5.04E-03
NM_001099990,558314,wu:fj09c03,1.20944,3.73E-05
AW203141,335413,wu:fj09h01,0.665561,4.65E-04
AW184285,335430,wu:fj11g02,0.637183,9.44E-03
AW232068,569910,wu:fj13a12,0.646329,1.60E-03
AW232136,335457,wu:fj14d10,0.836645,3.53E-05
AW232161,335463,wu:fj15b02,0.599874,8.45E-04
AW232163,335465,wu:fj15b05,3.283178,7.70E-11
AW280037,335468,wu:fj15c09,1.572097,1.16E-07
AW232215,335475,wu:fj16a03,4.063567,1.92E-09
AW232425,335525,wu:fj19d05,1.241639,5.49E-05
AW202706,335546,wu:fj21a02,0.717285,2.31E-03
AW232739,335613,wu:fj29e05,1.498437,4.91E-07
AW232760,335619,wu:fj30a12,4.141227,3.34E-07
AW232795,335626,wu:fj30f03,1.135654,1.42E-04
AW233295,792477,wu:fj30f06,1.618489,1.33E-05
AW077232,335809,wu:fj33d06,1.33499,9.24E-08
AW076989,335812,wu:fj33d12,1.623997,1.12E-03
AW077121,335827,wu:fj34a03,0.587088,1.31E-03
AW077193,559049,wu:fj34h05,0.786541,2.69E-06
AW077421,335886,wu:fj36a07,1.393409,6.29E-05
AW077477,335911,wu:fj36f11,1.371617,1.29E-04
AW233661,335959,wu:fj39h03,1.144622,4.71E-06
AW233667,100004725,wu:fj39h09,0.944805,2.39E-06
AW279630,335996,wu:fj42c12,1.263846,9.79E-05
AW279749,336034,wu:fj44c04,2.881583,1.08E-04
AW279786,336041,wu:fj44g05,0.823386,1.51E-02
AW279791,336042,wu:fj44g11,0.736663,9.99E-03
AW279924,336072,wu:fj47a01,0.590182,8.02E-04
AW280076,336114,wu:fj49b04,1.118552,1.91E-05
AW280161,336143,wu:fj51f08,0.837393,5.06E-04
AW281227,336151,wu:fj52a05,0.685265,1.45E-03
AW281953,336256,wu:fj59f04,0.621806,5.38E-03
AW281964,336258,wu:fj59g11,0.788795,8.37E-05
AW305648,336292,wu:fj61g12,1.114425,1.95E-07
AW419571,336319,wu:fj63c11,1.611545,1.66E-04
AW305405,336343,wu:fj64h08,1.189061,6.81E-05
AW077657,337390,wu:fj65h07,0.989117,5.72E-05
AW077660,337391,wu:fj65h10,0.81405,1.91E-05
AW077754,572549,wu:fj66b05,0.621689,1.04E-03
AW077850,337431,wu:fj67d03,3.154327,6.71E-07
BM156917,337448,wu:fj67h05,2.344336,7.05E-09
BC124367,555257,wu:fj67h08,3.2263,1.19E-07
AW076522,337455,wu:fj68b05,1.090693,1.15E-04
AW305895,562465,wu:fj77d08,2.036911,1.64E-06
AW305957,570579,wu:fj78b06,1.381952,1.86E-04
AW419653,337535,wu:fj81f11,1.796484,1.07E-09
AW420502,337548,wu:fj82c11,2.627858,3.70E-09
AW420657,337579,wu:fj84g06,0.768433,3.81E-03
AW419896,337582,wu:fj84h12,0.598226,1.79E-03
AW420678,337587,wu:fj85b04,1.284624,7.11E-05
AW420795,337614,wu:fj87a11,1.330754,4.03E-04
AW420898,337631,wu:fj88f05,0.835916,5.33E-04
AW420922,337635,wu:fj89a05,0.715686,1.08E-04
AW420954,337638,wu:fj89g03,0.78213,3.01E-04
AW420993,100005471,wu:fj90d02,1.575265,7.22E-06
AW421098,337651,wu:fj92a04,2.109468,5.94E-07
AW421160,337658,wu:fj93c03,1.046032,1.69E-03
AW421237,337681,wu:fj94h02,1.399058,5.41E-07
AW115638,334522,wu:fj98d01,0.799925,4.60E-06
AW115698,334540,wu:fj99c09,0.97736,1.04E-03
AW466760,337265,wu:fk03f02,1.106331,1.37E-06
AW566552,336881,wu:fk23f11,0.689733,1.96E-03
AW567295,565850,wu:fk24c07,1.670226,3.97E-06
AW567475,336900,wu:fk26a02,0.667457,4.13E-03
AW567021,336936,wu:fk30h11,0.712063,3.13E-02
AW567106,797198,wu:fk33d07,0.652737,1.67E-03
AW595107,336964,wu:fk35c01,2.268173,1.50E-06
CF999355,797677,wu:fk35f04,5.52941,8.56E-09
AW567276,336972,wu:fk36h04,4.037166,4.91E-10
AW777533,334660,wu:fk47b06,0.730461,6.29E-06
AW777642,334673,wu:fk48e08,1.449194,3.34E-05
AW826555,335660,wu:fk53f01,0.844831,6.37E-03
AW826771,335699,wu:fk57g06,0.871335,9.75E-07
AW826318,335714,wu:fk59c05,1.181971,2.83E-02
BE015690,335741,wu:fk63g08,1.976266,1.28E-07
BE016150,335088,wu:fk66b06,0.762721,1.76E-05
BE016270,335108,wu:fk69e07,0.949232,3.36E-07
BE016442,335127,wu:fk73b01,0.681979,7.93E-05
BE017485,572104,wu:fk78a01,2.751389,1.26E-05
BE017490,335143,wu:fk78a11,1.017036,4.92E-05
BE017314,335157,wu:fk81c02,1.31859,3.12E-05
BE200876,335166,wu:fk83a02,0.935905,3.32E-04
BE017854,335181,wu:fk85d10,4.034297,6.34E-11
BE200686,335210,wu:fk89d07,0.773905,7.64E-03
BE200743,335214,wu:fk90e01,1.334415,1.41E-03
BE201761,335261,wu:fk98c08,1.820583,5.90E-04
BE202007,557356,wu:fl04e06,0.795517,4.84E-05
BE605390,335285,wu:fl09a04,1.293524,2.69E-08
BE605452,335287,wu:fl09h10,0.948394,3.73E-03
BE605797,335298,wu:fl20f09,0.66169,3.87E-02
BE605888,335304,wu:fl22g03,0.870593,1.36E-03
BI844756,558830,wu:fq17c05,1.120037,2.44E-05
BI845146,100000095,wu:fq26c12,4.344177,1.07E-08
BI889820,795057,wu:fq44d08,0.65654,7.19E-03
NM_200913,393887,wwox,0.604464,1.61E-02
NM_001001943,321695,wwp1,1.432393,1.61E-03
BG728392,497637,xirp1,1.752912,3.64E-06
AI601863,559746,xirp2,1.660862,7.84E-06
NM_001045210,541386,xpc,1.30872,2.99E-04
NM_212980,406253,xpnpep1,0.75999,2.42E-04
NM_212674,324342,xpo4,1.192698,5.46E-07
NM_001001944,321940,xrn2,0.703563,1.56E-02
NM_001003500,445106,yipf2,0.716592,1.54E-03
NM_212781,337571,yrk,0.75287,1.27E-06
NM_212757,336610,ywhai,1.463051,7.53E-06
NM_201484,335195,ywhaqb,0.70119,2.12E-04
NM_001008650,494107,zdhhc13,0.934755,1.05E-04
NM_001077563,564062,zdhhc18,1.118621,9.19E-05
NM_213039,406312,zfand5a,0.70512,1.31E-03
NM_199558,321659,zfr,0.658302,3.35E-05
AI723133,324565,zfyve26,1.83337,8.60E-05
NM_001077723,777615,zfyve28,0.980323,9.47E-05
NM_001003543,445149,zgc:100829,1.268846,2.13E-05
NM_001003528,445134,zgc:100864,6.86984,2.10E-10
NM_001003519,445125,zgc:100903,2.501445,5.80E-10
NM_001003639,445245,zgc:100914,0.977969,2.55E-04
NM_001003629,445235,zgc:100933,0.633414,5.03E-03
AW280027,445324,zgc:100952,1.083896,9.06E-06
NM_001002739,437012,zgc:100980,2.023166,4.00E-06
NM_001003774,445317,zgc:101000,1.9304,3.05E-07
NM_001003588,445194,zgc:101040,1.08848,1.06E-04
NM_001003562,445168,zgc:101107,1.939887,2.41E-05
NM_001003559,445165,zgc:101116,0.765991,2.22E-05
NM_001044327,445160,zgc:101130,0.996694,6.12E-06
NM_001013445,541316,zgc:101523,1.715852,2.72E-06
BI672058,449827,zgc:101555,1.273036,2.97E-05
NM_001004641,447903,zgc:101565,4.436707,2.83E-11
NM_001005995,449822,zgc:101569,0.652966,1.45E-02
NM_001007414,492773,zgc:101572,1.052769,1.70E-03
NM_001007776,493616,zgc:101598,0.621748,2.13E-04
NM_001006093,450073,zgc:101621,1.152844,6.96E-04
NM_001007444,492803,zgc:101640,2.001282,6.80E-10
NM_001008643,494100,zgc:101644,0.832136,1.55E-04
NM_001007439,492798,zgc:101659,3.447989,2.96E-09
NM_001007437,492796,zgc:101663,2.614083,4.58E-10
NM_001004635,447897,zgc:101676,2.41246,2.52E-07
NM_001005600,449558,zgc:101723,1.041075,2.12E-05
NM_001013536,541409,zgc:101744,5.191693,3.44E-11
AI942923,494083,zgc:101757,0.73707,4.26E-04
NM_001004625,447886,zgc:101772,5.868709,6.76E-12
NM_001007403,492762,zgc:101777,1.508883,3.56E-07
NM_001007402,492761,zgc:101778,0.851696,8.50E-05
NM_001007401,492760,zgc:101780,1.137567,1.49E-03
NM_001006053,450032,zgc:101785,0.85096,1.28E-05
NM_001007396,572841,zgc:101798,4.302413,5.08E-10
NM_001008621,494078,zgc:101800,0.668731,2.19E-02
NM_001007772,493612,zgc:101810,2.960573,2.09E-10
NM_001008590,494047,zgc:101867,1.332928,3.73E-05
NM_001007372,492500,zgc:101897,0.704956,1.13E-02
NM_001006037,450016,zgc:103434,1.993888,1.43E-08
NM_001008605,494062,zgc:103508,0.869104,1.67E-06
NM_001005955,798632,zgc:103624,0.760077,8.87E-03
NM_001005947,449774,zgc:103658,0.670898,2.09E-02
NM_001008585,494042,zgc:103664,1.014445,1.13E-02
NM_001004664,447926,zgc:103670,0.731416,4.66E-06
NM_001033588,619195,zgc:109736,1.00948,5.14E-05
NM_001039987,664758,zgc:109753,4.916651,2.10E-09
AF197880,550522,zgc:109868,5.258391,2.44E-05
NM_001030076,554231,zgc:109926,1.337498,7.80E-07
NM_001024436,554142,zgc:109930,0.751981,1.30E-03
NM_001020734,553769,zgc:110003,1.419051,1.31E-06
NM_001024428,554134,zgc:110017,1.112654,1.82E-03
NM_001024214,100002293,zgc:110020,0.926056,1.52E-06
NM_001030175,563496,zgc:110105,0.86875,9.01E-06
NM_001017858,550556,zgc:110137,0.706551,1.80E-03
NM_001017856,550554,zgc:110141,0.95524,2.12E-06
NM_001017845,550543,zgc:110171,2.961229,1.38E-10
NM_001017837,550535,zgc:110182,4.733043,8.38E-12
NM_001017637,550330,zgc:110234,1.419426,3.59E-07
NM_001017629,550322,zgc:110243,1.768724,1.34E-07
NM_001020581,553605,zgc:110270,0.614286,1.59E-04
NM_001020582,553606,zgc:110281,0.593195,1.29E-04
NM_001017591,550253,zgc:110307,1.316001,8.45E-07
NM_001017809,550507,zgc:110323,0.746649,1.79E-04
NM_001017806,550504,zgc:110325,0.818025,2.55E-03
NM_001017799,550497,zgc:110333,5.654164,9.21E-09
NM_001017795,100004503,zgc:110335,1.110072,1.27E-06
BC091458,541345,zgc:110340,4.748972,1.77E-08
NM_001024396,554094,zgc:110434,0.649948,1.47E-05
NM_001024395,554093,zgc:110436,1.945475,1.19E-04
NM_001017906,550605,zgc:110585,0.965663,1.04E-03
NM_001020822,368352,zgc:110692,1.257266,6.59E-04
NM_001017861,550559,zgc:110702,0.682831,4.66E-02
AI477935,550250,zgc:110712,2.182264,1.72E-06
NM_001013347,503769,zgc:110741,0.599463,8.57E-04
NM_001013565,541440,zgc:110749,0.875234,2.02E-04
NM_001014367,378742,zgc:110783,1.818379,3.57E-06
NM_001013288,503601,zgc:110788,5.012024,1.38E-10
NM_001014305,541492,zgc:110843,0.682318,3.64E-02
NM_205715,403024,zgc:111878,0.805403,2.52E-08
NM_001030161,561830,zgc:111944,0.662948,5.35E-06
NM_001017803,550501,zgc:111983,5.485031,9.79E-11
NM_001017681,550376,zgc:112015,2.274059,5.51E-09
NM_001013467,541339,zgc:112018,0.961291,1.46E-05
BC095650,334827,zgc:112032,0.691466,1.21E-03
NM_001017662,550355,zgc:112056,2.010161,8.71E-11
NM_001017763,550460,zgc:112084,1.869423,2.17E-07
BC095673,791424,zgc:112136,0.819589,3.09E-04
NM_001017737,550432,zgc:112138,0.780002,3.17E-04
NM_001017729,550424,zgc:112148,4.069292,4.61E-07
NM_001017715,550410,zgc:112183,1.467912,3.99E-05
NM_001017707,550402,zgc:112199,2.907333,2.06E-09
NM_001033919,564608,zgc:112212,1.988349,6.03E-06
