Accession,Unigene,Gene,Ratio,ttest
NM_001040379,678634,zgc:136871,2.116551,6.93E-07
NM_001040246,678519,zgc:136889,1.016774,2.85E-03
NM_001039932,568096,zgc:136926,1.183328,1.27E-05
NM_001040390,678649,zgc:136929,0.634837,4.84E-04
NM_001039819,563946,zgc:136930,1.090947,5.65E-06
NM_001039834,664694,zgc:136963,4.351645,7.46E-08
NM_001045334,735249,zgc:136970,0.717324,7.76E-04
NM_001077542,556680,zgc:152651,0.762346,6.84E-04
NM_001077798,777757,zgc:152720,4.798513,2.93E-10
NM_001076577,767636,zgc:152760,2.174649,5.21E-04
AI957698,553349,zgc:152778,6.017319,1.10E-08
NM_001007133,641326,zgc:152791,5.598048,3.68E-05
NM_001080000,562658,zgc:152863,0.886657,1.08E-03
NM_001077167,565372,zgc:152869,0.854521,3.65E-02
NM_001077722,777614,zgc:152898,1.042232,4.86E-04
NM_001076744,767777,zgc:152904,0.680136,1.54E-03
NM_001077584,572245,zgc:152911,3.132398,2.01E-06
NM_001076754,767787,zgc:152945,1.837345,2.88E-06
NM_001080057,571919,zgc:152953,1.004028,2.50E-04
NM_001045367,751650,zgc:152970,2.464794,3.58E-07
NM_001080031,566811,zgc:152984,0.839762,1.18E-03
NM_001077734,777626,zgc:153012,1.793452,1.03E-06
NM_001076638,767700,zgc:153032,1.207809,1.95E-05
NM_001077304,768161,zgc:153041,1.238248,4.37E-03
NM_001076705,767736,zgc:153059,0.834156,6.65E-05
NM_001076740,767773,zgc:153061,1.36384,1.13E-05
NM_001077335,768193,zgc:153092,2.492342,2.57E-03
NM_001077274,768128,zgc:153129,2.512105,1.73E-06
NM_001076766,767799,zgc:153169,1.521015,3.82E-06
NM_001045396,751681,zgc:153172,0.707685,2.77E-02
NM_001077739,777631,zgc:153215,0.78902,2.21E-02
NM_001076579,767638,zgc:153258,2.148667,1.20E-05
NM_001076589,767649,zgc:153286,0.794696,2.79E-03
AW419935,767730,zgc:153310,6.008457,1.16E-08
NM_001077179,570761,zgc:153329,1.969971,2.10E-04
NM_001077388,570678,zgc:153346,0.680673,1.24E-04
AI545141,562076,zgc:153368,0.879958,2.79E-03
NM_001161497,751633,zgc:153408,1.100112,2.72E-06
NM_001045400,751686,zgc:153443,0.805266,9.12E-05
NM_001077569,566033,zgc:153452,1.178085,8.68E-03
NM_001077305,768162,zgc:153522,1.431119,1.01E-02
NM_001077147,558558,zgc:153606,0.614674,4.60E-02
NM_001045412,751700,zgc:153613,1.308889,1.07E-05
NM_001142955,751699,zgc:153623,0.87217,4.08E-05
NM_001077294,768151,zgc:153628,2.651744,2.35E-07
NM_001077454,768289,zgc:153629,0.991987,1.80E-03
NM_001077463,768299,zgc:153665,4.449596,1.98E-09
NM_001077455,768291,zgc:153678,2.238336,1.67E-07
NM_001076774,767807,zgc:153739,0.651342,1.98E-02
NM_001045427,751717,zgc:153763,1.00856,2.91E-05
NM_001077250,562009,zgc:153795,5.735211,7.05E-10
NM_001076650,767712,zgc:153847,1.820339,5.97E-04
NM_213638,337226,zgc:153867,0.887236,8.54E-04
NM_001077254,572011,zgc:153887,1.634597,2.77E-07
NM_001076743,767776,zgc:153924,1.137298,5.38E-05
NM_001077747,777640,zgc:153929,0.909811,7.17E-04
NM_001077719,777611,zgc:153935,0.819633,1.06E-03
NM_001045846,558275,zgc:153966,0.798791,1.62E-02
NM_001080008,563581,zgc:153972,1.48321,2.16E-05
NM_001077391,572469,zgc:153997,1.621141,2.82E-06
NM_001077607,562007,zgc:154020,6.329169,6.19E-13
NM_001077724,777616,zgc:154054,5.560359,3.98E-10
AI544889,559050,zgc:154065,1.413883,4.78E-05
NM_001076745,767778,zgc:154071,0.957226,2.94E-02
NM_001077298,768155,zgc:154073,0.769298,3.05E-03
NM_001079964,556929,zgc:154075,2.434253,1.53E-05
NM_001077789,777745,zgc:154077,0.942547,4.39E-04
NM_001077792,777750,zgc:154079,0.709668,2.33E-03
NM_001077769,777721,zgc:154085,1.448642,2.22E-07
NM_001077327,768184,zgc:154086,3.013907,8.55E-07
NM_001089437,793834,zgc:158138,0.683564,3.75E-03
NM_001079956,553293,zgc:158151,1.142082,2.20E-03
NM_001080580,562050,zgc:158225,2.828282,2.42E-08
NM_001080068,790922,zgc:158245,1.489911,3.83E-05
NM_001080691,791209,zgc:158254,0.708874,1.55E-03
NM_001089519,100037367,zgc:158262,1.186506,3.18E-02
AI331282,790937,zgc:158299,1.873298,1.07E-05
NM_001080586,563073,zgc:158319,2.353252,3.66E-06
NM_001083014,100009645,zgc:158327,1.536184,3.74E-03
NM_001080064,790916,zgc:158331,0.740126,1.11E-02
NM_001080038,568780,zgc:158343,2.569712,4.47E-07
NM_001082998,558921,zgc:158347,2.002836,2.71E-06
NM_001080054,571403,zgc:158367,0.931624,2.46E-04
NM_001080599,567144,zgc:158390,1.707726,3.00E-03
NM_001123044,323976,zgc:158415,0.866598,1.79E-05
NM_001080083,790938,zgc:158423,0.799761,4.45E-02
NM_001080035,567785,zgc:158429,0.602106,4.76E-02
NM_001080170,557086,zgc:158452,1.032867,9.04E-05
AF370883,386720,zgc:158494,4.34103,7.83E-11
NM_001080651,791169,zgc:158603,0.939186,4.88E-05
NM_001083018,797289,zgc:158613,0.990286,9.81E-04
NM_001089337,327345,zgc:158623,0.65177,1.96E-02
NM_001080578,561239,zgc:158649,1.389613,2.93E-05
NM_001089467,100037310,zgc:158828,0.821714,8.86E-07
NM_001080687,791205,zgc:158843,0.65598,2.99E-04
NM_001083023,100009654,zgc:158846,2.287837,6.88E-09
NM_001080630,791148,zgc:158863,0.688268,2.30E-03
NM_001083849,569044,zgc:161969,1.015017,1.06E-02
NM_001082921,797943,zgc:162126,2.601795,1.98E-08
NM_001083570,798009,zgc:162129,2.027832,1.83E-09
AI522554,556465,zgc:162191,0.766246,7.49E-04
NM_001089327,323315,zgc:162193,2.391079,1.70E-09
NM_001089474,100037318,zgc:162213,0.592985,6.64E-03
NM_001082815,558037,zgc:162239,0.587226,2.00E-03
BC134949,562365,zgc:162288,2.017782,3.15E-08
NM_001089543,560883,zgc:162319,1.65899,2.14E-06
NM_001126433,504061,zgc:162345,1.578866,4.76E-06
NM_001045060,564619,zgc:162356,1.315798,1.21E-04
AF497969,572000,zgc:162502,1.019095,7.81E-04
NM_001082828,561993,zgc:162592,0.658711,4.57E-02
NM_001089517,100037365,zgc:162611,0.828885,1.51E-03
NM_001110453,555936,zgc:162613,1.525139,1.54E-05
NM_001099261,100093708,zgc:162641,0.908649,2.05E-04
NM_001089384,560165,zgc:162698,2.033172,9.27E-07
NM_001089404,564559,zgc:162730,3.209549,2.19E-07
NM_001089489,571260,zgc:162816,2.086972,7.72E-06
NM_001126455,569993,zgc:162944,0.683784,1.22E-03
NM_001089448,100000104,zgc:162946,0.818656,2.94E-02
NM_001089387,560569,zgc:162964,1.223127,6.49E-05
NM_001098389,562319,zgc:162976,0.753289,9.78E-04
NM_001089330,324123,zgc:162979,0.85547,4.98E-05
AW232790,569482,zgc:163000,0.704497,4.96E-02
NM_001089557,100038777,zgc:163022,3.559203,6.15E-09
NM_001099260,100093707,zgc:165628,2.28685,4.42E-06
NM_001111193,567818,zgc:171495,0.636433,2.00E-02
NM_001122623,100142647,zgc:171525,0.896159,2.62E-02
BC125842,100126012,zgc:171628,0.774114,6.54E-04
NM_001105106,558162,zgc:171674,1.365613,1.79E-05
NM_001105118,566684,zgc:171747,1.122382,1.37E-05
NM_001111167,562552,zgc:171775,3.835367,4.74E-08
NM_001114744,792456,zgc:171804,6.542006,5.59E-10
NM_001110107,559280,zgc:171819,0.587669,4.21E-02
NM_001113645,100002635,zgc:171887,1.506801,6.22E-05
AW233637,560428,zgc:171978,1.363432,4.04E-05
NM_001111242,100002541,zgc:172053,2.468295,1.53E-10
AI476945,566376,zgc:172136,1.25144,2.96E-03
NM_001013272,550134,zgc:172187,1.265449,1.32E-02
NM_001113646,100002876,zgc:172210,3.784311,1.54E-08
NM_001114421,560948,zgc:174160,1.735822,6.62E-05
NM_001114439,570656,zgc:174164,4.851213,3.27E-09
NM_001114474,100002305,zgc:174320,1.521147,3.86E-06
NM_001127333,402825,zgc:174506,0.80991,2.58E-02
NM_001103131,795883,zgc:174689,0.654942,3.73E-03
NM_001114885,324910,zgc:174881,0.889093,1.21E-02
NM_001111158,558728,zgc:174908,0.854522,7.17E-03
NM_001110407,796019,zgc:174935,4.510616,9.17E-08
NM_001113798,559776,zgc:175088,4.399002,2.91E-10
NM_001114468,100000715,zgc:175094,1.075597,1.31E-04
NM_001123053,100144557,zgc:175180,0.911368,2.26E-04
NM_001114741,557286,zgc:175221,1.617966,2.52E-05
NM_001128749,569270,zgc:194319,0.675567,1.00E-04
NM_001128802,798626,zgc:194392,0.939835,4.77E-06
NM_001128796,798206,zgc:194551,1.426401,9.00E-05
NM_001128783,794093,zgc:194693,3.146934,5.76E-09
NM_001135129,556744,zgc:194768,1.04213,1.68E-04
NM_001130770,557813,zgc:194930,4.530062,1.50E-10
NM_001130606,570606,zgc:194983,0.860287,3.45E-02
NM_001113659,100006523,zgc:198419,3.349793,6.40E-07
NM_199546,321491,zgc:55292,1.203147,1.69E-03
NM_200134,393103,zgc:55344,0.776564,1.83E-02
NM_199719,325470,zgc:55512,0.962046,2.01E-03
NM_201092,394067,zgc:55536,0.662029,4.88E-02
NM_200258,393228,zgc:55558,1.138181,2.89E-04
NM_213455,406764,zgc:55573,0.669646,9.98E-03
NM_199901,334460,zgc:55582,1.37304,2.12E-05
NM_200169,393138,zgc:55634,0.636146,5.34E-03
NM_212585,321460,zgc:55671,2.441681,1.50E-08
NM_212764,336867,zgc:55741,0.715777,8.35E-05
NM_201514,399488,zgc:55813,1.362508,4.17E-02
NM_200176,393145,zgc:55815,2.595328,4.69E-13
NM_213070,406343,zgc:55877,2.105864,7.32E-05
NM_200145,393114,zgc:55888,0.668041,1.14E-02
NM_213069,406342,zgc:55891,1.384241,2.30E-03
NM_200183,393152,zgc:55908,0.600223,3.04E-02
NM_213249,406338,zgc:55941,0.825522,1.89E-03
NM_199833,327592,zgc:55983,1.155571,5.03E-04
NM_200186,393155,zgc:56005,1.286388,2.83E-04
NM_200911,393885,zgc:56064,0.663015,8.99E-03
NM_200243,393213,zgc:56068,0.915559,6.11E-04
NM_200196,393165,zgc:56116,1.022997,1.16E-03
NM_200249,393219,zgc:56186,1.448213,9.95E-05
NM_199981,335866,zgc:56251,1.23889,8.90E-05
NM_200224,393193,zgc:56292,1.45329,4.15E-05
AF332983,324490,zgc:56330,0.861622,1.98E-03
NM_199571,321832,zgc:56340,0.79588,5.26E-03
NM_200034,336797,zgc:56419,1.697579,2.70E-08
NM_200277,393247,zgc:56429,3.148456,6.51E-10
CK684055,336339,zgc:56445,0.797375,2.34E-03
NM_200264,393234,zgc:56466,0.706438,2.52E-02
NM_213427,406736,zgc:56518,1.428229,2.47E-04
NM_200279,393249,zgc:56525,2.901362,2.49E-06
NM_200268,792225,zgc:56530,1.111184,2.88E-03
NM_212753,336351,zgc:56698,1.382093,2.02E-04
NM_200274,393244,zgc:56706,2.963553,6.24E-10
NM_200629,393602,zgc:63489,4.751297,7.29E-10
NM_213506,406827,zgc:63491,1.683917,6.59E-05
NM_201133,394108,zgc:63495,1.346124,8.91E-08
NM_199889,334316,zgc:63497,0.60738,3.21E-02
BC063743,393849,zgc:63504,3.391179,6.88E-06
NM_001099978,555053,zgc:63514,3.202201,8.40E-09
NM_200877,393851,zgc:63520,0.737282,1.65E-03
NM_200123,386994,zgc:63565,0.837385,2.81E-03
NM_201169,394144,zgc:63566,0.588655,4.22E-02
NM_200459,393431,zgc:63587,0.839768,1.15E-05
NM_001077797,777756,zgc:63593,0.719663,4.36E-02
NM_200672,393645,zgc:63599,3.049858,1.29E-06
NM_201034,394009,zgc:63600,1.513771,5.56E-08
BC160661,393436,zgc:63611,1.805192,1.83E-04
NM_200476,393448,zgc:63658,1.554741,4.92E-07
NM_200400,393371,zgc:63689,1.664372,2.33E-03
NM_201164,394139,zgc:63695,1.899123,9.65E-03
NM_200674,393647,zgc:63779,0.661081,8.26E-03
NM_200031,336746,zgc:63831,0.730682,1.18E-05
NM_201137,394112,zgc:63907,1.336459,1.06E-05
NM_200686,393659,zgc:63910,1.507589,1.03E-04
NM_199748,326808,zgc:63962,2.044615,6.52E-05
NM_200636,393609,zgc:64042,5.484018,1.88E-11
AI588388,406424,zgc:64076,1.1361,9.26E-03
NM_200408,393380,zgc:64085,3.498649,6.31E-10
NM_213141,406415,zgc:64098,1.114783,1.94E-02
NM_213136,791453,zgc:64115,2.560124,1.59E-08
NM_213131,406405,zgc:64133,1.032979,6.49E-07
NM_213126,791742,zgc:64161,1.669129,4.20E-09
NM_200549,393521,zgc:65960,1.422129,7.29E-03
NM_200676,393649,zgc:66030,1.950767,9.55E-08
NM_001110401,393528,zgc:66080,0.846584,8.10E-05
NM_199903,334471,zgc:66107,0.890138,4.46E-03
BC046881,393472,zgc:66156,0.829738,7.96E-03
NM_200516,393488,zgc:66286,3.529378,4.19E-09
NM_200112,386792,zgc:66317,5.081762,1.66E-09
NM_212983,406256,zgc:66427,0.648787,1.50E-02
NM_200529,393501,zgc:66450,1.554164,1.36E-05
NM_001082829,321619,zgc:66453,0.857999,1.04E-03
NM_199814,327497,zgc:66473,2.007389,3.05E-08
NM_201064,394039,zgc:66475,1.482297,1.37E-08
NM_199825,327554,zgc:66483,1.563325,2.71E-03
NM_200695,393668,zgc:73056,2.558642,1.10E-08
NM_200825,572207,zgc:73075,1.053681,2.65E-03
NM_200714,393687,zgc:73107,0.669963,4.40E-04
NM_199538,321203,zgc:73187,0.937207,5.08E-03
NM_205570,402792,zgc:73226,1.315301,3.66E-05
NM_200763,393736,zgc:73254,0.65639,7.90E-03
NM_213028,406301,zgc:73293,1.190149,4.80E-06
NM_200789,393762,zgc:73324,2.068961,5.32E-08
NM_199686,324551,zgc:73328,0.862171,4.37E-02
NM_200800,393773,zgc:73350,1.811634,4.30E-04
NM_212880,405816,zgc:76887,1.165531,1.72E-04
NM_214705,334166,zgc:77057,1.796532,4.82E-08
NM_212686,324710,zgc:77101,0.978951,4.36E-03
NM_206829,322780,zgc:77126,0.868173,1.45E-05
NM_205646,402943,zgc:77147,1.779547,2.39E-06
NM_205565,337153,zgc:77151,1.012514,6.02E-04
NM_213285,406690,zgc:77183,1.662681,7.29E-08
NM_205559,327566,zgc:77292,3.429345,2.29E-09
NM_199925,334784,zgc:77304,1.087455,9.54E-03
NM_205632,402928,zgc:77358,1.106432,3.22E-06
NM_205759,402965,zgc:77395,2.02714,3.69E-07
NM_205664,402963,zgc:77398,0.801402,4.67E-04
NM_213266,406550,zgc:77407,0.681885,2.69E-04
NM_212908,405844,zgc:77466,0.788637,9.31E-04
NM_213328,406633,zgc:77495,2.42014,8.52E-06
NM_200568,393540,zgc:77517,1.689465,5.64E-05
NM_213318,406610,zgc:77529,1.090667,1.59E-03
NM_212734,335176,zgc:77556,1.851351,2.73E-05
NM_205685,402985,zgc:77636,1.354904,1.80E-02
NM_213247,572757,zgc:77651,1.324267,2.82E-04
NM_205602,402894,zgc:77713,2.045962,2.25E-07
NM_199544,321465,zgc:77714,0.694808,1.34E-03
NM_200888,393862,zgc:77752,1.415303,1.33E-06
NM_205661,402960,zgc:77817,1.187238,2.10E-04
NM_213196,406477,zgc:77836,3.778921,6.86E-11
NM_213165,406444,zgc:85678,1.284476,6.58E-08
NM_212918,405854,zgc:85683,1.543678,5.45E-07
NM_214813,407982,zgc:85722,0.740474,4.87E-02
NM_212932,405868,zgc:85752,0.624975,2.37E-02
NM_212788,338247,zgc:85763,2.80991,5.48E-07
NM_212935,405871,zgc:85777,1.005258,3.31E-05
NM_212943,405879,zgc:85858,0.626991,8.27E-03
NM_212936,405872,zgc:85889,1.51851,1.71E-04
NM_214812,407981,zgc:85963,1.087026,8.73E-07
NM_213265,406549,zgc:85975,1.805646,3.91E-03
AF321830,494166,zgc:86586,6.074728,2.52E-12
NM_001002163,415253,zgc:86599,0.747145,4.77E-04
NM_001002068,415158,zgc:86706,1.401307,4.73E-06
NM_001002133,415223,zgc:86757,0.95597,1.28E-03
NM_001002681,436954,zgc:86841,0.664208,1.42E-04
NM_001002680,436953,zgc:86870,2.241632,4.49E-06
NM_001002100,415190,zgc:86896,2.957357,6.64E-08
NM_001002092,415182,zgc:86915,0.591988,3.72E-02
AF321829,407623,zgc:91787,3.107064,1.04E-07
NM_001002201,431748,zgc:91835,4.516984,1.87E-10
NM_001002190,431737,zgc:91870,1.436096,4.41E-04
NM_001004542,447803,zgc:91887,1.902876,1.33E-05
NM_001002182,431729,zgc:91890,1.643769,4.09E-05
NM_001002179,431726,zgc:91908,2.403842,2.14E-06
NM_001002177,431724,zgc:91911,3.021906,3.16E-11
NM_001003993,445486,zgc:91930,0.820198,2.70E-05
NM_001003510,445116,zgc:91936,3.324294,7.25E-07
NM_001002171,431718,zgc:91942,1.189003,1.24E-02
NM_001002664,436937,zgc:91960,5.595805,4.81E-09
NM_001003499,445105,zgc:91985,2.210458,5.51E-08
NM_001003988,445480,zgc:91996,0.683867,3.64E-03
NM_001005585,449543,zgc:92027,1.595019,5.10E-05
NM_001002645,436918,zgc:92030,0.736454,1.82E-03
NM_001004605,447866,zgc:92034,0.737405,1.43E-02
AI476972,436664,zgc:92040,2.092212,2.82E-06
L19450,64691,zgc:92049,1.076145,4.41E-05
NM_001002383,436656,zgc:92061,4.764559,8.49E-11
NM_001002378,436651,zgc:92066,2.590415,2.40E-09
NM_001002366,436639,zgc:92094,3.031343,2.64E-08
NM_001004593,447854,zgc:92140,1.464833,1.17E-05
NM_001004556,447817,zgc:92161,1.717127,1.01E-05
NM_001004584,447845,zgc:92231,1.998124,1.63E-05
NM_001003728,445028,zgc:92237,0.839932,1.95E-03
NM_001002626,436899,zgc:92242,1.772753,5.74E-08
NM_001002624,436897,zgc:92247,1.16308,2.47E-04
NM_001002621,436894,zgc:92254,2.625166,9.59E-06
NM_001002606,436879,zgc:92287,0.77766,4.53E-04
NM_001002596,436869,zgc:92313,4.54904,3.00E-10
NM_001004573,447834,zgc:92353,0.661252,2.80E-03
NM_001002192,431739,zgc:92407,2.842244,4.99E-09
NM_001002175,431722,zgc:92432,1.066124,9.53E-05
NM_001004541,447802,zgc:92445,0.745616,1.82E-02
NM_001002229,431776,zgc:92458,1.154269,1.44E-03
NM_001004606,447867,zgc:92470,0.79117,7.00E-06
NM_001003489,445095,zgc:92479,0.749676,3.54E-05
NM_001004604,447865,zgc:92481,1.699599,1.02E-05
NM_001002381,436654,zgc:92489,1.844692,2.04E-03
NM_001002373,436646,zgc:92501,0.927367,5.77E-03
NM_001003450,445056,zgc:92511,2.783557,9.82E-06
NM_001002364,436637,zgc:92512,0.741482,4.28E-02
NM_001003445,445051,zgc:92533,3.840093,6.94E-10
NM_001002728,437001,zgc:92578,0.693544,4.01E-04
NM_001007054,474322,zgc:92590,0.73315,5.62E-03
NM_001003418,573619,zgc:92607,0.593469,6.83E-03
NM_205612,402905,zgc:92624,0.872777,2.14E-04
NM_001002696,436969,zgc:92630,1.196712,2.86E-05
NM_001002695,436968,zgc:92631,0.970923,6.75E-06
AI877744,436849,zgc:92739,1.347662,7.04E-04
NM_001002566,436839,zgc:92757,0.774581,4.59E-02
NM_001002560,436833,zgc:92763,2.16805,3.85E-09
NM_001007303,100149572,zgc:92804,0.764206,2.76E-02
NM_001002493,436766,zgc:92851,2.131477,3.16E-11
NM_001002480,436753,zgc:92871,0.841573,6.30E-04
NM_001003431,445037,zgc:92880,0.674693,2.66E-03
NM_001002461,436734,zgc:92903,1.06789,8.27E-09
NM_205727,403041,zic5,1.107747,7.09E-03
NM_199892,334380,zmpste24,1.350343,1.18E-03
AW171182,553781,zmynd11,0.946328,2.95E-05
NM_200979,393954,znf143,0.710851,1.34E-03
NM_001082841,571228,znf326,2.408131,1.08E-08
AW279740,336030,znf385a,2.029665,1.39E-03
AJ002113,30487,znf6,2.944127,7.57E-08
NM_131822,114429,znf703,0.90034,1.52E-03
NM_131330,30593,zp2,1.304536,2.96E-03
NM_131696,64692,zp3b,1.75293,2.68E-06
AI544975,100005490,zrsr2,0.864428,1.30E-05
,,,,
,,,,
,,,,
,,,,
ESTs,,,,
,,,,
Accession,number,Ratio,ttest,
AA495270,0.684603,8.42E-05,,
AA497238,3.296652,1.93E-07,,
AA542475,0.999286,7.71E-03,,
AA542525,2.503093,3.12E-05,,
AF164479,0.712969,3.78E-06,,
AF533659,1.609528,6.29E-04,,
AI106316,0.916799,2.92E-05,,
AI106329,1.940567,7.06E-08,,
AI204735,1.283945,1.88E-05,,
AI204794,0.824491,1.59E-03,,
AI330404,2.249295,2.49E-09,,
AI330519,1.420829,6.44E-04,,
AI330632,0.825865,1.57E-02,,
AI330863,3.139441,3.91E-06,,
AI331731,1.182992,1.95E-04,,
AI353202,1.24631,9.75E-05,,
AI353299,1.238591,1.00E-05,,
AI353437,0.855172,3.22E-02,,
AI384352,2.85534,2.09E-06,,
AI384885,2.992124,3.91E-06,,
AI384940,1.084953,1.62E-04,,
AI396686,2.607651,1.67E-05,,
AI396827,2.295236,2.71E-04,,
AI396974,0.882008,4.36E-02,,
AI397120,1.048335,8.21E-05,,
AI397370,0.675396,1.52E-03,,
AI397375,1.249418,9.34E-04,,
AI415841,1.447135,8.64E-04,,
AI416215,0.9032,2.80E-04,,
AI437134,0.877172,2.84E-02,,
AI437411,0.695947,1.08E-02,,
AI444424,1.235099,3.59E-03,,
AI477248,0.748894,1.16E-03,,
AI544644,1.685606,3.06E-03,,
AI544688,2.49957,1.61E-07,,
AI544970,0.919462,4.02E-04,,
AI544994,0.655356,1.68E-03,,
AI545277,3.435779,1.13E-05,,
AI545455,1.214215,4.94E-03,,
AI545493,4.829228,1.09E-08,,
AI558471,1.872363,3.71E-04,,
AI558566,1.506591,1.77E-05,,
AI558574,0.856987,1.05E-03,,
AI584352,3.943288,7.62E-07,,
AI584590,0.667534,2.39E-04,,
AI585142,0.830808,8.75E-04,,
AI588182,0.754283,5.22E-03,,
AI588271,0.970182,2.66E-05,,
AI588283,0.616895,3.37E-04,,
AI588304,0.886007,1.33E-05,,
AI588319,1.456697,2.26E-03,,
AI601325,2.378889,4.48E-06,,
AI601576,0.775722,3.03E-03,,
AI601600,1.098331,5.46E-06,,
AI601825,2.944108,6.37E-10,,
AI601866,2.214837,1.93E-03,,
AI617585,1.034057,2.03E-02,,
AI626282,1.668578,2.28E-06,,
AI626628,1.21736,1.34E-04,,
AI641075,1.26683,5.15E-05,,
AI641118,2.51181,2.68E-07,,
AI641158,1.212104,7.40E-03,,
AI641178,0.646736,4.66E-02,,
AI641381,0.77818,3.88E-02,,
AI641406,1.367704,9.95E-04,,
AI641435,1.310607,1.84E-08,,
AI641515,1.170146,5.67E-04,,
AI657561,1.711593,3.77E-05,,
AI657806,2.564104,4.54E-07,,
AI658284,0.888625,9.00E-04,,
AI667136,0.801304,1.51E-03,,
AI667187,1.855539,4.24E-08,,
AI667510,1.047377,5.61E-04,,
AI721320,1.667274,3.19E-07,,
AI721536,1.280102,5.97E-04,,
AI722369,3.184019,1.27E-08,,
AI723067,0.616163,1.12E-02,,
AI793401,0.908668,1.80E-03,,
AI793521,0.894659,1.71E-03,,
AI793532,1.987693,3.53E-06,,
AI793597,0.672643,8.23E-03,,
AI793630,1.396145,1.18E-06,,
AI793706,0.767918,4.17E-02,,
AI794113,0.650749,1.99E-03,,
AI794242,1.004844,4.09E-05,,
AI877596,0.799141,3.94E-02,,
AI878433,2.168087,8.74E-09,,
AI878760,1.030352,1.34E-04,,
AI884043,4.987226,6.33E-07,,
AI884093,1.018958,4.88E-05,,
AI884271,0.848968,2.20E-06,,
AI942582,2.020599,1.15E-05,,
AI942839,1.342491,8.49E-04,,
AI943149,1.918697,2.55E-07,,
AI943207,2.13469,1.25E-04,,
AI957428,0.865145,5.84E-03,,
AI957456,1.287442,1.64E-03,,
AI957474,0.681347,4.27E-03,,
AI957558,2.252778,6.43E-08,,
AI957768,0.901464,2.21E-02,,
AI958574,0.99953,1.71E-05,,
AI959620,1.030162,5.99E-03,,
AI959704,6.040685,4.22E-11,,
AI964259,1.665288,2.35E-07,,
AI964285,0.648404,1.21E-04,,
AI964420,0.695903,3.20E-02,,
AI964806,0.858314,6.81E-05,,
AI974189,2.204024,1.40E-05,,
AL591382,0.955391,1.32E-02,,
AW018474,1.761372,4.03E-07,,
AW018972,2.551453,4.92E-07,,
AW019021,3.200986,4.94E-06,,
AW019275,1.106238,3.54E-02,,
AW019277,2.790773,1.31E-07,,
AW019294,1.775636,1.47E-05,,
AW019622,0.711434,7.96E-04,,
AW058801,4.955291,1.39E-09,,
AW058949,1.026149,1.02E-03,,
AW076602,1.176514,1.57E-04,,
AW076647,0.836124,4.34E-06,,
AW076713,0.623612,5.91E-05,,
AW076817,2.886824,2.93E-06,,
AW076844,0.661085,2.00E-04,,
AW076955,2.144976,1.29E-06,,
AW077326,0.631569,9.72E-03,,
AW115637,3.539208,3.31E-11,,
AW115990,1.790124,3.54E-04,,
AW116241,2.758318,3.08E-06,,
AW116383,3.232213,1.79E-07,,
AW116624,1.469255,3.21E-04,,
AW116942,4.161352,6.06E-08,,
AW117022,0.928904,4.93E-05,,
AW128289,0.929207,5.53E-03,,
AW128324,3.432805,2.85E-10,,
AW128554,0.904932,7.12E-04,,
AW165089,0.953444,6.72E-05,,
AW171233,0.821121,9.58E-05,,
AW184237,1.160617,1.17E-05,,
AW232037,3.865604,2.70E-06,,
AW232405,1.02506,5.90E-04,,
AW232428,0.786315,1.60E-03,,
AW232679,0.843997,1.82E-03,,
AW232796,0.906794,1.57E-02,,
AW233230,1.775826,6.68E-05,,
AW233581,0.688934,1.56E-03,,
AW279726,0.86638,7.16E-04,,
AW279802,0.647401,1.48E-03,,
AW279837,2.588836,2.12E-07,,
AW279867,1.533687,2.07E-03,,
AW279969,0.990901,1.84E-03,,
AW280453,0.698919,5.65E-03,,
AW281809,0.851507,2.67E-02,,
AW281842,0.897538,7.67E-03,,
AW282034,1.501102,6.25E-05,,
AW305461,1.207413,4.24E-05,,
AW342711,1.255239,3.58E-05,,
AW343713,2.028095,3.10E-04,,
AW343985,0.995749,1.36E-02,,
AW344054,1.841589,3.20E-05,,
AW344057,2.405736,1.29E-07,,
AW344078,0.676935,4.64E-04,,
AW419493,1.415994,4.61E-05,,
AW420359,1.142204,2.83E-04,,
AW420559,5.007289,4.55E-09,,
AW420620,0.850438,3.09E-05,,
AW420739,0.663935,2.98E-02,,
AW420765,0.656378,1.79E-02,,
AW420849,1.195474,7.93E-05,,
AW421080,2.109589,1.64E-07,,
AW421129,1.781895,2.25E-06,,
AW423037,2.3758,2.39E-04,,
AW567063,3.303362,8.53E-04,,
AW567243,2.405505,2.28E-05,,
AW567244,0.972855,8.77E-03,,
AW567458,2.924017,7.53E-08,,
AW777326,6.447616,1.47E-10,,
AW777459,0.646364,4.62E-02,,
AW777527,3.159912,6.13E-04,,
AW777833,0.668945,1.47E-02,,
AW777883,0.596487,1.70E-02,,
AW826198,0.773806,1.18E-02,,
AW826468,0.862778,2.79E-03,,
AW826530,2.196532,1.33E-03,,
AW826539,1.045673,1.32E-05,,
AW826641,1.271563,1.42E-04,,
AW826907,1.401755,7.56E-05,,
BE016391,1.294272,9.70E-06,,
BE016746,0.740515,1.15E-02,,
BE017017,0.672425,1.84E-02,,
BE017078,5.195535,5.88E-10,,
BE017513,2.266645,1.76E-07,,
BE017569,1.11852,1.41E-05,,
BE017873,0.989791,4.59E-02,,
BE201398,0.800246,6.11E-04,,
BE201526,2.473171,7.61E-03,,
BE202131,4.456568,2.18E-08,,
BE202180,1.737464,2.30E-06,,
