Accession,Unigene,Gene,Ratio,ttest
XM_001339031,100002310,LOC100002310,1.983599,4.33E-03
XM_001338420,100002392,LOC100002392,1.003085,2.33E-03
XM_001339035,100002396,LOC100002396,1.622783,7.18E-05
XM_001338777,100002398,LOC100002398,1.44349,2.04E-06
XM_001342155,100002404,LOC100002404,0.738973,1.52E-03
AI667622,100002614,LOC100002614,0.982578,1.18E-03
XM_001342380,100002688,LOC100002688,1.236081,4.99E-03
XM_001342658,100003049,LOC100003049,0.814324,6.06E-04
-,100003166,LOC100003166,1.100955,1.09E-05
XM_001342886,100003329,LOC100003329,0.833135,1.59E-04
XM_001337774,100003561,LOC100003561,1.792183,6.17E-06
XM_001343072,100003596,LOC100003596,1.429183,5.92E-06
XM_001343194,100003757,LOC100003757,0.688284,1.12E-02
BG303039,100003902,LOC100003902,1.878312,1.51E-08
-,100003966,LOC100003966,0.708482,2.08E-02
-,100003994,LOC100003994,2.077328,6.01E-07
XM_001343526,100004199,LOC100004199,1.290998,3.86E-06
XM_001337143,100004225,LOC100004225,0.605969,1.38E-02
XM_001338354,100004279,LOC100004279,0.704568,7.75E-05
XM_001343598,100004297,LOC100004297,1.164084,1.14E-02
BI865734,100004464,LOC100004464,1.181936,1.49E-05
XM_001340146,100004567,LOC100004567,0.743006,5.01E-03
XM_001338965,100004964,LOC100004964,0.837898,8.52E-04
AW076838,100005016,LOC100005016,1.488669,6.74E-04
AI397362,100005077,LOC100005077,2.34005,1.36E-06
XM_001344355,100005297,LOC100005297,4.998668,6.93E-10
XM_001344416,100005373,LOC100005373,0.933127,4.93E-03
XM_001344433,100005401,LOC100005401,0.849228,6.86E-03
XM_001338570,100005533,LOC100005533,1.48042,4.66E-04
-,100005794,LOC100005794,2.149602,1.16E-07
AI384854,100005858,LOC100005858,3.444871,2.21E-07
XM_001344779,100005901,LOC100005901,1.465047,3.53E-03
XM_001340282,100005937,LOC100005937,2.677732,1.36E-04
XM_001344822,100005964,LOC100005964,1.640639,1.27E-04
BI844195,100006020,LOC100006020,1.104548,7.08E-04
XM_001345152,100006448,LOC100006448,0.646299,1.88E-02
XM_001345292,100006639,LOC100006639,2.011959,1.73E-03
XM_001345304,100006657,LOC100006657,1.042331,1.60E-04
XM_001341674,100006862,LOC100006862,2.911856,9.88E-08
XM_001342034,100007086,LOC100007086,1.825699,5.42E-06
XM_001342152,100007129,LOC100007129,1.127395,9.16E-06
XM_001345666,100007178,LOC100007178,1.382397,3.38E-03
XM_001345735,100007269,LOC100007269,0.711842,5.07E-03
BG728539,100007314,LOC100007314,2.499969,6.15E-09
XM_001345964,100007577,LOC100007577,1.165641,3.08E-05
XM_001345979,100007596,LOC100007596,0.611764,3.73E-02
XM_001346122,100007791,LOC100007791,3.325987,1.46E-08
XM_001346188,100007879,LOC100007879,1.070152,2.25E-04
XM_001344285,100007901,LOC100007901,1.045356,1.43E-02
XM_001346188,100007906,LOC100007906,0.906745,5.63E-03
AW777710,100007926,LOC100007926,1.218633,3.27E-06
XM_001346460,100008211,LOC100008211,5.54226,5.24E-09
-,100008264,LOC100008264,1.785408,3.37E-06
XM_001346591,100008352,LOC100008352,0.657422,1.49E-02
XM_001346595,100008356,LOC100008356,4.668878,2.09E-06
BI840692,100148757,LOC100148757,5.741782,3.79E-10
BI672148,100148804,LOC100148804,4.264885,5.09E-10
BM035309,100149080,LOC100149080,0.94353,5.07E-04
BG727313,100149122,LOC100149122,0.616919,3.39E-02
BG306071,100149237,LOC100149237,1.514184,1.29E-03
BI671591,100149956,LOC100149956,3.339864,2.82E-08
AI397328,100150066,LOC100150066,1.073107,7.34E-04
BI841856,100150563,LOC100150563,1.071249,1.79E-03
AI965227,100150662,LOC100150662,0.98429,4.34E-05
AI942960,100150890,LOC100150890,6.126179,7.46E-04
BM102551,100151194,LOC100151194,1.247001,1.86E-03
BE557035,100151619,LOC100151619,2.432681,1.01E-04
XM_695789,100331891,LOC100331891,0.905242,8.89E-03
BM181832,402803,LOC402803,0.623248,4.20E-03
BM185124,402847,LOC402847,0.771126,4.29E-04
XM_687412,402879,LOC402879,2.130366,1.41E-04
XM_001333951,402880,LOC402880,1.936357,8.13E-08
XM_693445,407663,LOC407663,0.856365,3.38E-04
BI474798,553285,LOC553285,1.889761,3.88E-05
BG305817,553360,LOC553360,1.047212,6.41E-05
XM_684504,553504,LOC553504,1.012104,1.19E-02
XM_001337411,553515,LOC553515,5.970185,2.97E-10
AW202621,553527,LOC553527,0.817207,2.36E-02
XM_697360,554463,LOC554463,0.906235,8.86E-05
-,554757,LOC554757,0.807349,4.12E-02
XM_697236,554868,LOC554868,0.783187,3.47E-05
XM_678134,555583,LOC555583,1.394415,1.78E-09
XM_677591,555742,LOC555742,1.031915,1.34E-02
AW019802,555902,LOC555902,1.535501,7.05E-04
XM_678580,555920,LOC555920,0.803217,4.80E-02
XM_678667,555976,LOC555976,1.629993,1.89E-06
XM_678690,556000,LOC556000,1.007137,2.61E-02
XM_697985,556106,LOC556106,1.970716,3.64E-07
BM082389,556340,LOC556340,1.249803,3.30E-06
XM_679152,556363,LOC556363,1.113007,4.24E-04
XM_679599,556726,LOC556726,0.893192,1.93E-02
XM_677901,556764,LOC556764,0.797886,6.30E-04
-,556806,LOC556806,0.779317,7.16E-03
XM_677889,556826,LOC556826,1.983924,1.92E-06
BM034975,556832,LOC556832,4.153976,2.80E-08
XM_679770,556849,LOC556849,0.72727,2.98E-03
XM_679795,556873,LOC556873,0.774431,8.90E-04
XM_679848,556914,LOC556914,0.71769,1.70E-02
XM_679943,556989,LOC556989,2.49061,1.80E-08
XM_679962,557006,LOC557006,1.528361,3.64E-05
XM_678631,557028,LOC557028,1.479867,2.14E-06
XM_680236,557223,LOC557223,0.989871,8.65E-06
XM_680587,557507,LOC557507,3.154536,4.83E-08
XM_680665,557579,LOC557579,0.884373,1.47E-02
XM_680799,557691,LOC557691,1.53525,1.40E-03
XR_029211,557719,LOC557719,1.316183,1.98E-02
AW175413,557744,LOC557744,0.984848,1.23E-03
XM_681016,557865,LOC557865,1.184872,3.37E-04
BM156045,558079,LOC558079,0.828225,1.94E-05
XM_699646,558130,LOC558130,1.220246,5.19E-05
XM_681390,558201,LOC558201,0.652435,2.19E-02
XM_681519,558319,LOC558319,0.853689,5.33E-03
BG303237,558498,LOC558498,3.732845,2.27E-09
XM_699842,558511,LOC558511,4.558333,5.68E-09
AI545041,558513,LOC558513,3.953684,1.48E-08
XM_682011,558752,LOC558752,0.648211,4.22E-05
AW078407,558832,LOC558832,1.000916,3.82E-05
XM_682257,558963,LOC558963,4.119658,3.13E-09
XM_703207,558987,LOC558987,2.149678,1.03E-07
XM_682313,559018,LOC559018,2.714308,4.92E-07
XM_682373,559066,LOC559066,1.699208,1.38E-04
XM_682415,559108,LOC559108,0.600599,1.92E-02
XM_682167,559157,LOC559157,1.774798,3.43E-06
BI866580,559239,LOC559239,2.162017,7.31E-08
XM_678637,559330,LOC559330,1.110649,2.72E-02
XM_682715,559381,LOC559381,1.559947,9.61E-06
XM_682834,559490,LOC559490,1.328722,1.99E-04
XM_682904,559550,LOC559550,4.020387,2.45E-08
BI983442,559664,LOC559664,0.837593,3.97E-05
XM_683228,559841,LOC559841,0.610237,4.59E-02
XM_683230,559843,LOC559843,1.798472,2.35E-03
BI889579,559956,LOC559956,1.700136,1.54E-03
XM_683431,560041,LOC560041,4.533296,5.02E-11
XR_029411,560070,LOC560070,1.69581,3.53E-05
XM_683537,560147,LOC560147,0.812532,8.55E-04
XR_029757,560176,LOC560176,0.720324,3.75E-02
XM_681206,560242,LOC560242,2.614441,3.20E-05
XM_683656,560260,LOC560260,1.00972,7.07E-04
XM_683774,560369,LOC560369,2.019123,2.72E-05
XM_684112,560714,LOC560714,1.302969,1.17E-05
BG305684,560742,LOC560742,0.82777,1.42E-02
XM_680770,560826,LOC560826,0.827436,2.67E-02
XM_684258,560859,LOC560859,0.956059,1.75E-03
BI888091,560900,LOC560900,1.749728,2.62E-06
XM_700849,561388,LOC561388,1.417696,1.34E-04
XR_029745,561451,LOC561451,0.92012,1.24E-02
BI879593,561500,LOC561500,0.631389,3.67E-02
XM_684913,561509,LOC561509,2.806185,6.77E-09
XM_684979,561566,LOC561566,0.706744,4.76E-02
XM_685141,561735,LOC561735,0.920026,4.10E-02
XM_700969,561960,LOC561960,0.631209,1.13E-03
BI427790,562277,LOC562277,1.447595,2.62E-06
XM_685741,562349,LOC562349,1.220012,4.60E-05
XM_685812,562425,LOC562425,0.616847,2.18E-05
XM_685876,562501,LOC562501,0.637054,9.95E-03
XM_686004,562624,LOC562624,1.528349,2.37E-04
BI866943,562648,LOC562648,1.211367,2.31E-02
AI601560,562683,LOC562683,0.660754,1.59E-04
BI882356,562862,LOC562862,0.757693,1.88E-02
AW128819,562892,LOC562892,2.600056,1.27E-08
XM_686265,562897,LOC562897,0.76982,1.81E-04
BI427867,562946,LOC562946,0.731009,1.39E-02
XM_686346,562976,LOC562976,3.370192,9.14E-06
AW421050,563054,LOC563054,3.120387,8.57E-09
XM_679651,563121,LOC563121,2.898192,1.20E-09
XM_686644,563280,LOC563280,0.932744,2.25E-03
XM_686804,563443,LOC563443,3.469827,2.02E-08
BI673438,563499,LOC563499,1.70885,8.45E-03
XM_686754,563512,LOC563512,0.732225,1.23E-02
XR_029053,563643,LOC563643,1.256225,3.99E-04
XM_687109,563749,LOC563749,0.780318,9.45E-05
AI942929,563777,LOC563777,0.719027,2.37E-04
XM_687223,563864,LOC563864,0.712631,4.55E-03
XR_029107,563910,LOC563910,0.792095,2.64E-03
AI667515,563927,LOC563927,0.938005,2.47E-04
XM_687339,563976,LOC563976,3.227378,1.60E-07
XM_699661,563988,LOC563988,1.126557,1.94E-03
XM_701183,563997,LOC563997,1.203173,5.74E-03
XM_687476,564120,LOC564120,0.747854,2.05E-02
BE016427,564158,LOC564158,5.515554,2.91E-10
XM_687597,564253,LOC564253,1.690475,1.54E-04
BE556996,564267,LOC564267,0.75632,8.94E-03
XM_687684,564344,LOC564344,1.239101,9.09E-07
BI892407,564433,LOC564433,1.247729,3.35E-02
XM_704282,564564,LOC564564,0.756915,3.75E-03
BI563190,564720,LOC564720,0.902187,2.88E-03
BI879791,564852,LOC564852,2.048936,7.86E-06
XM_703639,565159,LOC565159,0.833374,1.97E-02
AW116451,565172,LOC565172,1.483327,6.83E-09
-,565205,LOC565205,0.845387,4.18E-02
-,565293,LOC565293,0.893573,2.03E-02
XM_688586,565309,LOC565309,3.181057,2.83E-07
-,565377,LOC565377,3.289818,2.34E-08
BE557704,565594,LOC565594,1.388489,8.81E-03
BM026060,565632,LOC565632,1.044748,1.05E-05
-,565636,LOC565636,0.777681,1.61E-06
BM036376,565702,LOC565702,0.909251,1.52E-04
XM_703863,565706,LOC565706,1.296889,3.92E-07
BI865023,565999,LOC565999,1.181955,4.94E-04
XM_689285,566020,LOC566020,2.28935,1.17E-06
BI673906,566030,LOC566030,0.857332,4.37E-03
XM_689362,566094,LOC566094,0.790845,6.43E-03
BI867128,566265,LOC566265,0.933949,6.52E-04
XM_689701,566430,LOC566430,0.586761,2.20E-03
XM_689796,566523,LOC566523,0.966146,3.67E-06
AI641555,566616,LOC566616,1.923795,2.85E-03
AW058811,566639,LOC566639,5.625317,6.01E-08
XM_690302,567015,LOC567015,0.680408,2.73E-03
XM_690845,567549,LOC567549,3.476945,1.69E-09
XM_001337224,567617,LOC567617,0.769262,1.67E-02
BI983463,567650,LOC567650,1.091487,6.20E-03
XM_704554,567671,LOC567671,5.655372,1.61E-10
XM_690975,567678,LOC567678,0.812919,4.43E-04
AI957504,567687,LOC567687,1.436345,4.99E-06
AW342762,567709,LOC567709,0.984569,1.39E-05
XM_691057,567756,LOC567756,0.802558,8.92E-04
XM_691140,567835,LOC567835,0.843702,1.18E-03
-,567909,LOC567909,2.247869,7.35E-08
XR_029997,567965,LOC567965,1.28291,1.79E-07
XM_691331,568019,LOC568019,3.046612,6.55E-09
XM_691395,568087,LOC568087,0.684037,9.41E-03
XM_692072,568724,LOC568724,0.971336,3.24E-02
NM_001037240,568735,LOC568735,0.914372,1.59E-02
XM_692188,568832,LOC568832,1.440823,8.51E-05
XM_692356,568995,LOC568995,5.392777,2.17E-12
XM_692378,569016,LOC569016,0.702415,3.23E-02
AW171260,569045,LOC569045,0.890534,1.04E-05
XM_692415,569053,LOC569053,0.87684,8.46E-04
BG302585,569148,LOC569148,0.970011,1.88E-02
XM_692575,569206,LOC569206,1.175881,3.79E-05
XM_692711,569330,LOC569330,1.528602,6.41E-05
AW455046,569335,LOC569335,2.497027,2.72E-08
XM_692969,569572,LOC569572,1.145918,1.39E-06
AW077455,569583,LOC569583,4.005349,7.54E-11
XM_692992,569595,LOC569595,1.171111,3.18E-07
XM_701410,569609,LOC569609,3.090343,1.46E-05
XM_693178,569770,LOC569770,0.627468,2.19E-02
XM_693277,569866,LOC569866,2.852908,2.23E-07
XM_701433,569894,LOC569894,3.789219,9.39E-10
XM_693317,569901,LOC569901,2.016872,2.76E-05
XM_693440,570012,LOC570012,0.975809,9.96E-03
XM_693797,570326,LOC570326,1.414121,1.78E-05
XM_001332744,570474,LOC570474,2.228831,3.73E-07
AW076588,570872,LOC570872,1.072998,6.69E-03
XM_694398,570873,LOC570873,1.481881,3.87E-05
XM_694448,570917,LOC570917,1.057948,2.72E-03
XM_695149,571547,LOC571547,1.113508,7.96E-06
XM_695737,572072,LOC572072,1.22822,7.55E-03
XM_695847,572163,LOC572163,2.152289,3.52E-07
-,572172,LOC572172,0.609665,8.41E-03
XM_701517,572246,LOC572246,2.659703,1.83E-05
XM_696079,572370,LOC572370,1.26723,5.54E-03
XM_686016,573213,LOC573213,1.483289,1.71E-03
-,573968,LOC573968,0.838371,4.35E-03
XM_001330936,791698,LOC791698,0.890841,6.11E-04
XM_001331623,791764,LOC791764,1.372138,2.56E-08
XM_001331278,791930,LOC791930,5.644797,6.72E-11
XM_001331144,792128,LOC792128,1.903514,8.86E-04
-,792153,LOC792153,0.931636,3.35E-03
XM_001330917,792234,LOC792234,0.648234,2.27E-02
BI884399,792261,LOC792261,0.596458,2.07E-02
XM_001331912,792438,LOC792438,0.666599,4.95E-03
XM_001331939,792533,LOC792533,0.948376,1.01E-02
AI601664,792537,LOC792537,0.766553,2.74E-02
AW117109,792591,LOC792591,0.921044,3.98E-05
XM_001332176,792645,LOC792645,6.329539,2.42E-06
XM_001332189,792661,LOC792661,1.000939,6.75E-05
XM_001332019,792687,LOC792687,1.035813,1.76E-07
XM_001332289,792743,LOC792743,2.691549,7.71E-09
XM_001331767,792892,LOC792892,1.508937,7.96E-06
BI845332,792994,LOC792994,0.879168,3.34E-02
XM_001332772,793114,LOC793114,0.734887,1.97E-02
AI497271,793231,LOC793231,0.70278,5.99E-03
BI705584,793316,LOC793316,1.354022,7.80E-03
XM_001333270,793522,LOC793522,2.393063,6.87E-08
XM_001333551,793756,LOC793756,0.943063,3.77E-05
BI563312,793763,LOC793763,0.604361,3.15E-02
AI601795,793872,LOC793872,1.648816,3.17E-04
XM_001332212,794007,LOC794007,4.826456,6.21E-10
XM_001333887,794024,LOC794024,0.644155,3.87E-04
XM_001333160,794095,LOC794095,1.115296,2.10E-03
XM_001334079,794202,LOC794202,2.634837,7.61E-08
XM_001334342,794407,LOC794407,0.886377,2.34E-03
-,794503,LOC794503,0.735012,1.95E-02
XM_001335054,795015,LOC795015,1.807695,4.96E-07
XM_001335198,795119,LOC795119,0.661843,4.76E-04
XM_001335492,795367,LOC795367,2.973938,1.07E-08
XM_001333336,795458,LOC795458,1.833164,4.60E-07
XM_001335709,795535,LOC795535,1.106676,2.81E-03
BM317300,795815,LOC795815,0.611466,4.03E-02
AI396666,796094,LOC796094,1.048935,3.29E-04
BE016515,796127,LOC796127,1.368031,2.71E-04
-,796136,LOC796136,1.576063,1.23E-06
XM_001334043,796454,LOC796454,0.961005,1.62E-02
XM_001336856,796535,LOC796535,2.124124,3.23E-08
XM_001336862,796543,LOC796543,1.051839,3.65E-04
XM_001337023,796684,LOC796684,5.749271,2.90E-09
BI980613,796780,LOC796780,0.871902,8.03E-05
XM_001337442,797047,LOC797047,0.650087,3.29E-02
XM_001337496,797079,LOC797079,0.758118,1.24E-04
XM_001334302,797195,LOC797195,3.546234,6.58E-05
XM_001337682,797263,LOC797263,4.87718,3.48E-08
AW281994,797370,LOC797370,1.063726,3.70E-02
XM_001337886,797464,LOC797464,0.954097,1.41E-02
XM_001337900,797478,LOC797478,0.779664,2.66E-03
XM_001337982,797549,LOC797549,1.424714,1.85E-05
BI889227,798089,LOC798089,0.613502,3.17E-02
XM_001338617,798196,LOC798196,0.586512,4.70E-02
XM_001332762,798216,LOC798216,0.68286,3.42E-04
AW018688,798292,LOC798292,3.267339,3.23E-08
BI889657,798363,LOC798363,1.274697,1.01E-06
AW058792,798365,LOC798365,0.688113,1.99E-02
XM_001334399,798425,LOC798425,0.770452,9.08E-05
XM_001338896,798492,LOC798492,3.855681,5.06E-09
XM_001339055,798653,LOC798653,2.659443,6.54E-04
XM_001339130,798734,LOC798734,1.450447,2.56E-04
XM_001334654,798989,LOC798989,0.777606,5.70E-04
XM_001339412,799049,LOC799049,2.116093,8.80E-06
XM_001335603,799067,LOC799067,2.160808,8.08E-09
XM_001337461,799140,LOC799140,5.344507,8.22E-07
AI618715,799160,LOC799160,0.746055,1.77E-05
BI981903,799188,LOC799188,0.992332,6.74E-04
XR_029535,799192,LOC799192,1.532189,2.90E-03
XM_001335515,799290,LOC799290,1.051788,4.35E-04
AI545466,799518,LOC799518,1.490998,2.93E-04
AW019258,799527,LOC799527,1.238791,7.02E-04
AW059436,799694,LOC799694,0.991257,2.66E-06
XR_029210,799700,LOC799700,3.317515,5.60E-07
AW232020,799758,LOC799758,0.710888,3.11E-04
-,799856,LOC799856,1.706187,1.73E-05
L38673,799883,LOC799883,0.750602,2.56E-03
NM_001008573,494030,lonp2,1.024273,3.90E-05
U57656,30354,lpl,3.029886,3.97E-09
NM_201198,573024,lpp,1.369865,9.25E-03
NM_205539,321202,lrrc17,0.762936,4.05E-04
BC092851,407677,lrrfip1a,1.169433,6.76E-03
NM_199479,335838,lrrfip2,1.149543,2.23E-04
NM_001160291,335819,lsmd1,0.757678,4.04E-03
NM_001025472,553218,lsrl,4.317998,6.76E-11
NM_001020723,553752,lypd6b,1.405188,1.41E-04
NM_001002104,415194,lysmd3,0.807123,3.45E-04
NM_213205,406486,m6pr,1.098886,2.55E-03
BC124616,558777,macc1,4.602311,3.26E-06
AI883928,562190,macf1,0.711569,4.80E-02
AB006323,114467,maf,0.769213,3.37E-03
AW115655,474349,magi1,2.868513,2.10E-09
NM_152976,259196,malt1,2.738709,2.15E-09
NM_001004566,447827,manea,0.80436,7.25E-04
NM_214739,406466,map1lc3a,0.804049,1.56E-02
NM_001037391,563181,map2k2,0.619371,2.84E-02
NM_001004515,678610,map4k2l,1.739525,1.22E-04
NM_199913,334565,map4k5,1.265203,8.56E-04
Y15075,30681,mapk12,1.722112,6.29E-03
NM_131722,65237,mapk14a,0.803301,4.37E-02
NM_201507,399480,mapk3,0.651544,1.64E-02
NM_213640,334728,mapre1,1.96866,1.35E-06
NM_199864,334135,mapre1l,0.958288,1.13E-03
NM_001114580,100136862,7-Mar,0.711596,4.31E-04
NM_199885,334300,mark3,1.220213,2.41E-03
NM_200076,338183,mars,1.306457,1.50E-03
NM_001122858,560277,masp2,1.228086,4.96E-06
NM_199871,334195,mat1a,0.728841,8.76E-03
NM_212637,323329,mat2a,2.750046,6.07E-08
NM_001080584,562867,mavs,1.160323,1.79E-03
NM_001161670,560384,mbnl2,0.655794,4.90E-02
NM_001045043,564111,mcat,0.603935,2.06E-03
NM_131599,58122,mcl1a,0.962654,6.22E-05
NM_194394,373102,mcl1b,2.125569,3.49E-07
NM_173257,192338,mcm2,0.811583,1.49E-02
NM_199969,335715,mdh1b,2.010272,3.70E-09
NM_131364,30637,mdm2,0.68475,3.40E-02
NM_212732,334932,mdm4,0.856974,1.36E-02
AI722550,406346,med15,0.614384,2.44E-02
NM_199741,326098,med7,0.675893,6.40E-03
NM_131301,30564,mef2a,1.197236,6.89E-03
NM_131897,170455,meis4.1a,1.917372,6.55E-05
NM_001003570,445176,mfsd2ab,2.323102,4.57E-09
AW165058,569620,mga,0.725095,4.94E-02
AI722710,324487,mgea5,1.398744,2.59E-05
NM_200297,378960,mgll,2.099796,7.85E-06
NM_199879,793939,mgrn1,0.683849,6.75E-03
AF182155,64884,mhc1uda,0.803326,1.03E-02
NM_131705,64885,mhc1uea,2.4035,8.62E-04
NM_194425,378479,mhc1ze,1.754267,3.02E-03
U08870,30762,mhc2dab,0.587596,1.33E-04
U08871,30760,mhc2dfb,1.028404,3.40E-04
AI331137,336784,mia2,2.952954,8.87E-12
NM_131335,30600,mid1ip1a,5.327987,3.27E-09
NM_200832,393805,mid1ip1b,0.629161,2.12E-04
NM_201333,393208,mios,1.686435,1.28E-04
NM_200201,393170,mitd1,0.965482,1.97E-06
NM_001114739,555974,mknk1,1.526404,8.90E-05
AF277172,170783,mkrn2,1.002247,2.21E-05
AL924179,100158249,mll2,1.202203,2.95E-02
DQ840153,560793,mll3a,2.198887,6.44E-07
NM_001007308,492342,mllt10,0.612208,9.73E-06
NM_001017819,550517,mllt3,1.040026,6.69E-03
NM_001024223,554119,mlx,1.2494,1.11E-02
NM_001105112,564760,mmaa,0.654298,2.30E-03
BG892090,565793,mmp11b,0.918319,3.46E-06
NM_198067,337179,mmp2,1.005222,5.00E-06
NM_213123,406397,mmp9,1.147897,1.18E-08
NM_199914,100005014,mobkl1b,0.875605,2.87E-04
NM_199716,325366,mobkl2a,1.354519,1.87E-05
NM_001003439,445045,mobkl3,0.689866,2.33E-03
NM_001089366,553447,morc3a,0.897243,2.33E-03
AB032727,795517,mos,0.85095,1.71E-02
AW184143,335407,mpeg1,0.895352,3.24E-02
NM_214692,325542,mpp1,1.308051,1.58E-04
NM_130976,30166,mpp7,2.192816,6.95E-08
AJ491253,336830,mpzl2,3.607077,2.61E-08
NM_001017696,550391,mrpl12,0.819722,1.94E-04
NM_001003544,445150,mrpl19,0.586996,9.46E-04
NM_199915,334588,mrpl39,0.615137,4.05E-04
NM_001030114,558080,mrps18a,0.954003,4.19E-03
AB055667,407642,mrps31,0.691309,1.82E-02
NM_201109,394084,msi2b,0.731887,3.20E-03
NM_001030269,573620,msxa,2.864842,2.27E-09
M38579,30511,msxb,1.916618,8.21E-09
X65062,30531,msxd,2.271233,2.46E-04
AC024175,140519,mt-atp6,0.933077,2.43E-03
AC024175,140539,mt-co1,1.119271,9.95E-05
AC024175,140512,mt-cyb,1.753742,2.09E-06
AC024175,140532,mt-nd2,0.932179,1.28E-02
AC024175,140533,mt-nd3,0.851611,6.17E-05
AC024175,140534,mt-nd4,1.536814,1.01E-05
AC024175,140538,mt-nd4l,2.029718,3.90E-09
AC024175,140536,mt-nd6,1.449802,1.28E-06
NM_131382,30655,mtch2,0.805998,2.46E-02
NM_152981,195821,mtf1,1.271616,8.77E-05
NM_001008578,494035,mtfr1,0.808703,2.14E-04
AF073883,30644,mtmr2,0.837286,2.07E-05
U52220,30669,mtnr1ba,2.480823,9.39E-07
NM_212970,406207,mtp,1.234188,8.71E-06
NM_212972,406240,mtpn,0.955414,1.39E-04
NM_198072,378847,mtr,0.673258,1.37E-02
NM_001077608,563853,mtus1a,0.603421,1.26E-02
AI641080,494036,murc,2.48127,2.56E-06
NM_001099226,569581,mut,0.636653,9.43E-04
NM_201325,373081,mvp,2.775758,6.12E-09
NM_001044349,556489,mybpc3,2.437614,5.07E-09
L11710,30686,myca,1.853818,3.93E-08
NM_200172,393141,mycb,0.827467,7.28E-03
NM_001098177,337595,myh9l2,3.495463,1.10E-10
AF180893,58142,myhz1.1,0.885172,1.34E-02
AF165817,246275,myhz2,0.914382,3.19E-07
NM_001017871,550569,myl10,2.755431,1.23E-08
AF114428,30592,myl7,0.588046,2.52E-04
NM_214699,326719,myl9l,2.232305,2.71E-07
AI667561,561635,mylk3,3.348532,5.22E-10
AL920871,566459,myo1c,0.679206,4.88E-02
AI882920,560956,myo9b,4.877241,1.91E-06
NM_001015062,548602,myoc,1.145328,2.00E-03
AW115565,558671,myom1a,0.796568,1.41E-04
NM_001077579,570218,mypt2,0.674637,1.21E-02
NM_213334,406643,naa10,0.644932,1.19E-02
AI657651,323672,naa15a,1.037003,5.42E-03
X89204,30656,nadl1.1,0.883594,3.09E-02
NM_001045143,567779,nav3,0.905342,1.84E-03
BC057437,337168,nbr1,1.36946,7.60E-03
U63292,30447,ncam1,0.632684,1.94E-02
NM_200330,556493,ncapd3,0.950855,1.38E-05
AF207707,30078,nccrp1,1.752469,9.95E-08
NM_001137665,561894,nckap1,0.743914,1.64E-02
NM_001003839,767714,ncl,2.305506,3.18E-08
NM_199666,324047,ndfip1,1.121067,8.08E-05
NM_130966,30153,ndr1,3.804238,8.99E-10
NM_213348,792085,ndrg1,4.337736,2.28E-07
NM_200692,393665,ndrg1l,1.095542,5.23E-04
NM_199517,30286,ndrg3a,1.305721,2.77E-03
NM_001033103,556538,ndufa12,0.757527,1.08E-04
NM_213417,406726,ndufa4l,0.695539,1.58E-02
NM_001013459,541331,ndufa9,0.861291,2.28E-04
AI958907,325712,ndufab1,0.905794,5.48E-03
NM_200855,393829,ndufb8,0.928204,2.28E-04
NM_001020645,553672,ndufs2,0.880375,5.87E-03
NM_001003747,445291,ndufv1,0.653159,3.75E-04
CF347570,566928,neb,1.426125,3.33E-04
NM_001002557,436830,nedd8l,0.969615,2.79E-02
NM_201050,394025,nek2,0.96823,1.10E-04
NM_001003617,445223,nek7,1.283761,2.95E-07
AI545016,571299,nenf,1.314334,1.96E-03
NM_001007767,493607,net1,1.297649,8.39E-07
NM_001003644,445250,neu3.2,1.083562,2.62E-02
AF115774,114435,neurod2,2.166755,4.95E-08
NM_001083855,573301,nexn,0.810824,1.77E-02
AW165242,326708,nf1b,0.648371,1.45E-05
NM_199895,334390,nfat5,0.784597,2.08E-05
NM_182889,360149,nfe2l2,2.098849,1.63E-09
NM_213231,406512,nfe2l3,1.020325,1.09E-02
NM_213184,406463,nfkbiaa,3.058654,2.99E-05
NM_199629,323099,nfkbiab,1.264176,1.69E-05
BE605454,100001781,nfkbiz,0.803316,3.04E-02
NM_001044993,562714,nfs1,0.856138,6.41E-03
NM_001013322,503744,nfybb,1.0268,1.22E-03
AY193826,373088,nid2,1.268658,1.06E-02
AI601797,450042,nipa1,1.007121,4.29E-05
NM_213125,406399,nipa2,2.604524,1.15E-09
AJ249796,30231,nipsnap1,4.210337,2.62E-08
NM_131646,60644,nitr1i,1.916919,6.54E-06
AL591482,170974,nitr2a,1.658228,9.29E-04
NM_198355,171006,nitr3d,1.768992,5.45E-07
NM_199130,170984,nitr6a,1.339176,1.04E-04
NM_001004499,368431,nkrf,0.949385,1.22E-04
AI558330,323005,nktr,1.307952,1.14E-03
XM_001342323,100002610,nlgn1,0.587917,2.60E-02
NM_131597,58120,nme6,0.944106,1.34E-04
NM_001017629,550322,nmnat1,2.321019,4.53E-07
NM_214756,406619,nnt,1.533599,6.30E-05
NM_001024397,554096,noc4l,0.660235,1.14E-04
NM_001003831,321133,nop14,1.555824,9.09E-09
NM_001104937,404036,nos2a,1.257401,1.35E-02
NM_131441,30718,notch1a,1.351351,3.19E-07
U57973,794892,notch1b,0.76698,7.60E-04
U57974,58065,notch2,0.727978,6.69E-04
CB359716,552973,npat,1.460898,2.39E-04
NM_199807,327447,nploc4,0.870859,8.90E-05
AW233659,563937,nppcl,1.069372,2.79E-02
AF030245,30713,npy8br,1.530892,3.21E-04
NM_205542,322506,nqo1,4.952606,4.37E-11
